word1,word2,taxonomic_distance,cosine_similarity,cosine_distance
galley,luge,5,0.2801229059696197,0.7198770940303802
galley,toboggan,5,0.1493545323610305,0.8506454676389695
ship,yacht,2,0.4857365190982818,0.5142634809017181
ship,boat,2,0.5953255295753479,0.4046744704246521
ship,hovercraft,3,0.3149407505989074,0.6850592494010925
ship,spacecraft,3,0.4300237894058227,0.5699762105941772
ship,starship,4,0.5869516134262085,0.4130483865737915
ship,lander,4,0.2506746053695678,0.7493253946304321
ship,steamroller,4,0.243923008441925,0.756076991558075
ship,sled,4,0.248186707496643,0.7518132925033569
ship,bobsled,5,0.1952862739562988,0.8047137260437012
ship,luge,5,0.3946636915206909,0.6053363084793091
ship,toboggan,5,0.1915221810340881,0.8084778189659119
yacht,boat,2,0.7571236491203308,0.2428763508796692
yacht,hovercraft,3,0.2997452318668365,0.7002547681331635
yacht,spacecraft,3,0.3639145493507385,0.6360854506492615
yacht,starship,4,0.5314949750900269,0.46850502490997314
yacht,lander,4,0.2429307997226715,0.7570692002773285
yacht,steamroller,4,0.2548540830612182,0.7451459169387817
yacht,sled,4,0.2602061033248901,0.7397938966751099
yacht,bobsled,5,0.3346186578273773,0.6653813421726227
yacht,luge,5,0.2076168209314346,0.7923831790685654
yacht,toboggan,5,0.1239649653434753,0.8760350346565247
boat,hovercraft,3,0.3402764499187469,0.659723550081253
boat,spacecraft,3,0.4444864988327026,0.5555135011672974
boat,starship,4,0.5667616128921509,0.4332383871078491
boat,lander,4,0.3307057023048401,0.6692942976951599
boat,steamroller,4,0.4112586677074432,0.5887413322925568
boat,sled,4,0.2631653547286987,0.7368346452713013
boat,bobsled,5,0.3724015057086944,0.6275984942913055
boat,luge,5,0.3160774111747741,0.6839225888252258
boat,toboggan,5,0.1954352855682373,0.8045647144317627
hovercraft,spacecraft,2,0.3883711099624634,0.6116288900375366
hovercraft,starship,3,0.3148342370986938,0.6851657629013062
hovercraft,lander,3,0.2423876821994781,0.7576123178005219
hovercraft,steamroller,3,0.3474756181240082,0.6525243818759918
hovercraft,sled,3,0.340590238571167,0.659409761428833
hovercraft,bobsled,4,0.3334655165672302,0.6665344834327698
hovercraft,luge,4,0.292229026556015,0.707770973443985
hovercraft,toboggan,4,0.2588586211204529,0.7411413788795471
spacecraft,starship,1,0.5332657098770142,0.46673429012298584
spacecraft,lander,1,0.2424342632293701,0.7575657367706299
spacecraft,steamroller,3,0.3087328672409057,0.6912671327590942
spacecraft,sled,3,0.1873831897974014,0.8126168102025986
spacecraft,bobsled,4,0.3003823161125183,0.6996176838874817
spacecraft,luge,4,0.2291479259729385,0.7708520740270615
spacecraft,toboggan,4,0.1632470041513443,0.8367529958486557
starship,lander,2,0.249724268913269,0.750275731086731
starship,steamroller,4,0.2544321715831756,0.7455678284168243
starship,sled,4,0.2106552720069885,0.7893447279930115
starship,bobsled,5,0.205945149064064,0.794054850935936
starship,luge,5,0.3174083828926086,0.6825916171073914
starship,toboggan,5,0.1438207328319549,0.856179267168045
lander,steamroller,4,0.3079177439212799,0.6920822560787201
lander,sled,4,0.2710835039615631,0.7289164960384369
lander,bobsled,5,0.1848178058862686,0.8151821941137314
lander,luge,5,0.2615530490875244,0.7384469509124756
lander,toboggan,5,0.2884513735771179,0.7115486264228821
steamroller,sled,2,0.2456774711608886,0.7543225288391114
steamroller,bobsled,3,0.3164901733398437,0.6835098266601562
steamroller,luge,3,0.2334136515855789,0.7665863484144211
steamroller,toboggan,3,0.2674493789672851,0.7325506210327148
sled,bobsled,1,0.2459591329097747,0.7540408670902253
sled,luge,1,0.5084185004234314,0.4915814995765686
sled,toboggan,1,0.2532657384872436,0.7467342615127563
bobsled,luge,2,0.3403131365776062,0.6596868634223938
bobsled,toboggan,2,0.286267876625061,0.713732123374939
luge,toboggan,2,0.2801564335823059,0.7198435664176941
