word1,word2,taxonomic_distance,cosine_similarity,cosine_distance
vehicle,rocket,1,0.8046420216560364,0.19535797834396362
vehicle,missile,2,-0.2703760862350464,1.2703760862350464
vehicle,sidewinder,3,0.3372684121131897,0.6627315878868103
vehicle,craft,1,0.9670238494873047,0.03297615051269531
vehicle,aircraft,2,0.9983375072479248,0.0016624927520751953
vehicle,vessel,2,0.9077788591384888,0.09222114086151123
vehicle,galley,3,0.9336262941360474,0.06637370586395264
vehicle,ship,3,0.9899572134017944,0.010042786598205566
vehicle,yacht,3,-0.22012490034103394,1.220124900341034
vehicle,boat,3,0.4943280816078186,0.5056719183921814
vehicle,hovercraft,2,0.8454298973083496,0.1545701026916504
vehicle,spacecraft,2,0.5633288025856018,0.4366711974143982
vehicle,starship,3,0.23416665196418762,0.7658333480358124
vehicle,lander,3,-0.33412566781044006,1.33412566781044
vehicle,steamroller,1,0.16366170346736908,0.8363382965326309
vehicle,sled,1,0.6842708587646484,0.31572914123535156
vehicle,bobsled,2,0.23141926527023315,0.7685807347297668
vehicle,luge,2,0.5763909816741943,0.42360901832580566
vehicle,toboggan,2,0.9522615075111389,0.047738492488861084
rocket,missile,1,-0.7892014384269714,1.7892014384269714
rocket,sidewinder,2,0.8303513526916504,0.1696486473083496
rocket,craft,2,0.6268857717514038,0.3731142282485962
rocket,aircraft,3,0.8375271558761597,0.16247284412384033
rocket,vessel,3,0.48138487339019775,0.5186151266098022
rocket,galley,4,0.9639486074447632,0.036051392555236816
rocket,ship,4,0.7126230597496033,0.28737694025039673
rocket,yacht,4,0.40207457542419434,0.5979254245758057
rocket,boat,4,0.9138982892036438,0.0861017107963562
rocket,hovercraft,3,0.9973876476287842,0.0026123523712158203
rocket,spacecraft,3,-0.03730615973472595,1.037306159734726
rocket,starship,4,0.7656719088554382,0.23432809114456177
rocket,lander,4,0.29078438878059387,0.7092156112194061
rocket,steamroller,2,0.7174434065818787,0.28255659341812134
rocket,sled,2,0.9835796356201172,0.016420364379882812
rocket,bobsled,3,0.7638517618179321,0.23614823818206787
rocket,luge,3,0.9489938616752625,0.05100613832473755
rocket,toboggan,3,0.9474948644638062,0.05250513553619385
missile,sidewinder,1,-0.9975348711013794,1.9975348711013794
missile,craft,3,-0.016260303556919098,1.016260303556919
missile,aircraft,4,-0.3254173696041107,1.3254173696041107
missile,vessel,4,0.15838484466075897,0.841615155339241
missile,galley,5,-0.5973355174064636,1.5973355174064636
missile,ship,5,-0.13155901432037354,1.1315590143203735
missile,yacht,5,-0.8796234726905823,1.8796234726905823
missile,boat,5,-0.970553457736969,1.970553457736969
missile,hovercraft,4,-0.7427783012390137,1.7427783012390137
missile,spacecraft,4,0.6431488990783691,0.35685110092163086
missile,starship,5,-0.9992998242378235,1.9992998242378235
missile,lander,5,-0.8170842528343201,1.81708425283432
missile,steamroller,3,-0.9940236806869507,1.9940236806869507
missile,sled,3,-0.8870781660079956,1.8870781660079956
missile,bobsled,4,-0.999190092086792,1.999190092086792
missile,luge,4,-0.94258052110672,1.94258052110672
missile,toboggan,4,-0.5513820052146912,1.5513820052146912
