word1,word2,taxonomic_distance,cosine_similarity,cosine_distance
missile,yacht,5,-0.017322471365332603,1.0173224713653326
missile,boat,5,0.14927726984024048,0.8507227301597595
missile,hovercraft,4,0.23328326642513275,0.7667167335748672
missile,spacecraft,4,0.3650188148021698,0.6349811851978302
missile,starship,5,0.2257818877696991,0.7742181122303009
missile,lander,5,0.2522623836994171,0.7477376163005829
missile,steamroller,3,0.34476232528686523,0.6552376747131348
missile,sled,3,0.14600616693496704,0.853993833065033
missile,bobsled,4,0.16845646500587463,0.8315435349941254
missile,luge,4,-0.17739854753017426,1.1773985475301743
missile,toboggan,4,0.2622351050376892,0.7377648949623108
sidewinder,craft,4,0.10803814977407455,0.8919618502259254
sidewinder,aircraft,5,0.3920201361179352,0.6079798638820648
sidewinder,vessel,5,0.1222323551774025,0.8777676448225975
sidewinder,galley,6,0.22231850028038025,0.7776814997196198
sidewinder,ship,6,0.003428136929869652,0.9965718630701303
sidewinder,yacht,6,0.19600555300712585,0.8039944469928741
sidewinder,boat,6,0.24736367166042328,0.7526363283395767
sidewinder,hovercraft,5,0.19778436422348022,0.8022156357765198
sidewinder,spacecraft,5,0.22779035568237305,0.772209644317627
sidewinder,starship,6,0.18783463537693024,0.8121653646230698
sidewinder,lander,6,0.297063946723938,0.702936053276062
sidewinder,steamroller,4,0.37757688760757446,0.6224231123924255
sidewinder,sled,4,0.03142477571964264,0.9685752242803574
sidewinder,bobsled,5,0.06064954400062561,0.9393504559993744
sidewinder,luge,5,0.11617434024810791,0.8838256597518921
sidewinder,toboggan,5,0.23180609941482544,0.7681939005851746
craft,aircraft,1,0.23769670724868774,0.7623032927513123
craft,vessel,1,0.3981480896472931,0.6018519103527069
craft,galley,2,0.37373650074005127,0.6262634992599487
craft,ship,2,0.3208734691143036,0.6791265308856964
craft,yacht,2,0.27469778060913086,0.7253022193908691
craft,boat,2,0.28137922286987305,0.718620777130127
craft,hovercraft,1,0.3358486294746399,0.6641513705253601
craft,spacecraft,1,0.28202712535858154,0.7179728746414185
craft,starship,2,0.19272875785827637,0.8072712421417236
craft,lander,2,0.006576107814908028,0.993423892185092
craft,steamroller,2,0.07222668081521988,0.9277733191847801
craft,sled,2,0.09097778052091599,0.909022219479084
craft,bobsled,3,0.053984612226486206,0.9460153877735138
craft,luge,3,0.18174192309379578,0.8182580769062042
craft,toboggan,3,-0.11322234570980072,1.1132223457098007
aircraft,vessel,2,0.35086536407470703,0.649134635925293
aircraft,galley,3,0.35538971424102783,0.6446102857589722
aircraft,ship,3,0.1429082453250885,0.8570917546749115
aircraft,yacht,3,0.32894930243492126,0.6710506975650787
aircraft,boat,3,0.40487009286880493,0.5951299071311951
aircraft,hovercraft,2,0.3656660318374634,0.6343339681625366
aircraft,spacecraft,2,0.48241376876831055,0.5175862312316895
aircraft,starship,3,0.1689087301492691,0.8310912698507309
aircraft,lander,3,0.32693299651145935,0.6730670034885406
aircraft,steamroller,3,0.3923295736312866,0.6076704263687134
aircraft,sled,3,-0.05388958752155304,1.053889587521553
aircraft,bobsled,4,0.2901647388935089,0.7098352611064911
aircraft,luge,4,-0.15061625838279724,1.1506162583827972
aircraft,toboggan,4,0.12429666519165039,0.8757033348083496
vessel,galley,1,0.7283754944801331,0.27162450551986694
vessel,ship,1,0.34507203102111816,0.6549279689788818
vessel,yacht,1,0.5126030445098877,0.4873969554901123
vessel,boat,1,0.6347358226776123,0.3652641773223877
vessel,hovercraft,2,0.383052259683609,0.616947740316391
vessel,spacecraft,2,0.46526825428009033,0.5347317457199097
vessel,starship,3,0.35439878702163696,0.645601212978363
vessel,lander,3,0.040155474096536636,0.9598445259034634
vessel,steamroller,3,0.15532466769218445,0.8446753323078156
vessel,sled,3,-0.024845540523529053,1.024845540523529
vessel,bobsled,4,0.09526950120925903,0.904730498790741
vessel,luge,4,0.07339824736118317,0.9266017526388168
vessel,toboggan,4,-0.15837985277175903,1.158379852771759
galley,ship,2,0.3860586881637573,0.6139413118362427
galley,yacht,2,0.5766652226448059,0.4233347773551941
galley,boat,2,0.5789631009101868,0.42103689908981323
galley,hovercraft,3,0.3807736933231354,0.6192263066768646
galley,spacecraft,3,0.42173394560813904,0.578266054391861
galley,starship,4,0.2725490629673004,0.7274509370326996
galley,lander,4,0.0634971559047699,0.9365028440952301
galley,steamroller,4,0.16575013101100922,0.8342498689889908
galley,sled,4,0.009867718443274498,0.9901322815567255
galley,bobsled,5,0.07005800306797028,0.9299419969320297
galley,luge,5,0.010667750611901283,0.9893322493880987
galley,toboggan,5,-0.025627635419368744,1.0256276354193687
ship,yacht,2,0.3604501485824585,0.6395498514175415
ship,boat,2,0.4645135700702667,0.5354864299297333
ship,hovercraft,3,0.33443260192871094,0.6655673980712891
ship,spacecraft,3,0.34954339265823364,0.6504566073417664
ship,starship,4,0.4350862503051758,0.5649137496948242
ship,lander,4,-0.11277225613594055,1.1127722561359406
ship,steamroller,4,0.13508222997188568,0.8649177700281143
ship,sled,4,-0.007676135748624802,1.0076761357486248
ship,bobsled,5,0.15675242245197296,0.843247577548027
ship,luge,5,0.13469605147838593,0.8653039485216141
ship,toboggan,5,-0.05304336920380592,1.053043369203806
yacht,boat,2,0.7048129439353943,0.2951870560646057
yacht,hovercraft,3,0.2902395725250244,0.7097604274749756
yacht,spacecraft,3,0.22164034843444824,0.7783596515655518
yacht,starship,4,0.3860437870025635,0.6139562129974365
yacht,lander,4,-0.04154582321643829,1.0415458232164383
yacht,steamroller,4,0.09572628140449524,0.9042737185955048
yacht,sled,4,0.048449285328388214,0.9515507146716118
yacht,bobsled,5,0.3427056670188904,0.6572943329811096
yacht,luge,5,-0.11162924021482468,1.1116292402148247
yacht,toboggan,5,-0.05021805316209793,1.050218053162098
boat,hovercraft,3,0.4338052570819855,0.5661947429180145
boat,spacecraft,3,0.36301466822624207,0.6369853317737579
boat,starship,4,0.4210127592086792,0.5789872407913208
boat,lander,4,0.12417253851890564,0.8758274614810944
boat,steamroller,4,0.26518747210502625,0.7348125278949738
boat,sled,4,0.05157693102955818,0.9484230689704418
boat,bobsled,5,0.4204648733139038,0.5795351266860962
boat,luge,5,0.07119687646627426,0.9288031235337257
boat,toboggan,5,0.10327999293804169,0.8967200070619583
hovercraft,spacecraft,2,0.5138427019119263,0.48615729808807373
hovercraft,starship,3,0.416514128446579,0.583485871553421
hovercraft,lander,3,0.09606404602527618,0.9039359539747238
hovercraft,steamroller,3,0.34784066677093506,0.6521593332290649
hovercraft,sled,3,0.2358899563550949,0.7641100436449051
hovercraft,bobsled,4,0.37317290902137756,0.6268270909786224
hovercraft,luge,4,0.21783685684204102,0.782163143157959
hovercraft,toboggan,4,0.1288689225912094,0.8711310774087906
spacecraft,starship,1,0.4263385534286499,0.5736614465713501
spacecraft,lander,1,0.09476354718208313,0.9052364528179169
spacecraft,steamroller,3,0.42829570174217224,0.5717042982578278
spacecraft,sled,3,0.0019210651516914368,0.9980789348483086
spacecraft,bobsled,4,0.2924794554710388,0.7075205445289612
spacecraft,luge,4,-0.033430762588977814,1.0334307625889778
spacecraft,toboggan,4,-0.02561984211206436,1.0256198421120644
starship,lander,2,0.07611073553562164,0.9238892644643784
starship,steamroller,4,0.17125029861927032,0.8287497013807297
starship,sled,4,0.028894484043121338,0.9711055159568787
starship,bobsled,5,0.13681498169898987,0.8631850183010101
starship,luge,5,0.1540118306875229,0.8459881693124771
starship,toboggan,5,0.008095948956906796,0.9919040510430932
lander,steamroller,4,0.18984059989452362,0.8101594001054764
lander,sled,4,0.11081551015377045,0.8891844898462296
lander,bobsled,5,-0.04435959458351135,1.0443595945835114
lander,luge,5,0.042834848165512085,0.9571651518344879
lander,toboggan,5,0.21189619600772858,0.7881038039922714
steamroller,sled,2,0.19056791067123413,0.8094320893287659
steamroller,bobsled,3,0.3530696630477905,0.6469303369522095
steamroller,luge,3,0.0869990736246109,0.9130009263753891
steamroller,toboggan,3,0.361171156167984,0.638828843832016
sled,bobsled,1,-0.0037830201908946037,1.0037830201908946
sled,luge,1,0.3899121582508087,0.6100878417491913
sled,toboggan,1,0.11187076568603516,0.8881292343139648
bobsled,luge,2,0.2196093499660492,0.7803906500339508
bobsled,toboggan,2,0.2776421010494232,0.7223578989505768
luge,toboggan,2,-0.004749566316604614,1.0047495663166046
